x,y,burden,stage
11.880261,1.2927715,0.01194997251029829,0_normal
6.194468,19.082445,0.01555712599066627,0_normal
7.909611,7.726207,0.0075808717017906285,0_normal
7.7440486,4.38846,0.0054352203943694305,1_benign_lesion
8.494653,7.30088,0.003318910311240572,0_normal
5.042839,7.513931,0.0027189699256811124,0_normal
12.169027,6.926559,0.015345772315567517,0_normal
10.002615,7.198474,0.005080358800718219,1_benign_lesion
-2.4641407,9.129213,0.02437464762492894,2_malignant
10.908518,8.370123,0.006017792844959101,1_benign_lesion
6.979438,5.591975,0.012785707266751198,1_benign_lesion
12.916224,6.0276856,0.011214913975687784,0_normal
9.744958,11.430736,0.002980030832888338,0_normal
5.5232544,19.831701,0.008065414948512338,0_normal
6.327821,20.473787,6.568957898854998e-05,1_benign_lesion
8.88758,6.4522653,0.005328693944165064,1_benign_lesion
13.746392,14.374424,0.014041436700170325,0_normal
7.0916333,5.4831533,0.006581174119902316,1_benign_lesion
-1.9962317,11.295073,0.027171682725560753,2_malignant
6.3409076,17.022213,0.020061278270654657,0_normal
-1.2816103,8.5186405,0.031118015681151023,2_malignant
-4.092034,11.239487,0.015184477705598411,2_malignant
-3.8521414,8.748192,0.020198331155093893,2_malignant
4.2767997,17.59308,0.013613129514867614,0_normal
11.451716,4.842476,0.003133089777412861,0_normal
7.0903535,6.3282285,0.002818329164554245,1_benign_lesion
-5.724638,12.495883,0.02198840316575444,2_malignant
12.751646,0.2940896,0.027694699992024376,0_normal
9.403654,4.0134864,0.0139200108993683,0_normal
-4.1001577,11.466235,0.023261849314627922,2_malignant
5.672857,5.091127,0.005374816193303919,1_benign_lesion
10.972958,3.860054,0.01761097068088685,0_normal
-4.9053926,10.21706,0.01779749688486573,2_malignant
-3.1439428,13.902526,0.015967858305801504,2_malignant
8.880226,12.62834,0.01050497929961364,2_malignant
11.986099,2.361359,0.005836029861595946,0_normal
10.05902,0.58954185,0.008423318597735999,1_benign_lesion
9.168182,9.090134,0.005386079855946153,0_normal
13.526344,14.996241,0.016239316161989266,0_normal
-3.6638513,9.43405,0.02274435316693329,2_malignant
-5.149542,9.205402,0.02234632667775038,2_malignant
9.415,6.918075,0.0038834771425247123,1_benign_lesion
12.223423,6.3423595,0.00422735532250316,0_normal
-2.640841,11.018897,0.02154961288589576,2_malignant
-3.7751315,6.7326756,0.02070685878079029,2_malignant
4.4069595,6.60059,0.006226633583919367,1_benign_lesion
9.708039,6.307001,0.007276999446463036,0_normal
11.312261,1.6320734,0.015821281429323906,0_normal
12.064612,2.3790045,0.01473650406633288,0_normal
